contexte	nb_utilisations	nb_cilbe_n	nb_cible_v	réponse_mod
celui+là basse	1	1	0	et
mamie }	1	1	0	chez
ligne }	1	0	0	cette
petits noeuds	1	0	0	les
sur des	2	1	1	ça
tout dans	1	0	1	v
une datte	1	0	1	v
petits chevaux	1	0	0	aux
regarder }	1	0	1	v
jusqu'au vieux	1	0	1	v
yeux nez	1	0	0	les
dis dix	1	0	0	tu
celui+là }	8	0	4	et
tu es	4	1	1	que
même et	1	1	0	la
tu t'	3	2	0	que
des bonbons	1	1	0	peut+être
à sortir	1	0	1	v
ça ça	3	2	1	et
à une	2	1	1	v
tout c'	1	0	1	pas
sous son	2	0	2	aussi
sur mes	1	1	0	v
à sa	1	0	0	v
pas être	1	0	0	v
tant pis	1	0	1	ben
tout l'	1	0	1	du
les rouges	1	1	0	v
bien }	25	2	19	v
le pont	1	0	0	sur
et rusé	1	1	0	n
vu }	1	0	0	as
celui+ci avant	1	0	1	v
à+côté }	1	0	1	v
bang }	1	0	1	ben
bah il	1	1	0	oh
se réveille	1	1	0	il
le bol	1	1	0	v
lui un	1	1	0	tu
plus à	3	0	3	v
en le	1	0	1	y
faire euh	1	0	0	de
poussins }	1	0	0	dix
faim }	2	0	1	a
connu }	1	0	0	
ton gant	1	0	1	v
à grimper	1	0	1	v
du train	1	1	0	n
celle ci	2	0	0	est
couleur ces	1	0	0	quelle
de maison	1	1	0	n
autour }	2	1	1	v
et petit	1	0	0	n
le le	1	1	0	v
la tétine	1	0	1	souvent
sur sa	3	2	0	v
des herbes	1	0	1	y+a
pas qu'	2	0	1	v
le consoler	2	0	0	v
s'il+te+plaît pour	1	1	0	n
là ou	2	2	0	n
venus un	1	0	0	sont
la montagne	1	1	0	à
quand on	5	3	0	n
vu ni	1	0	0	as
de quinze	1	0	0	n
mais il	4	2	1	oui
ranger hein	1	0	0	la
tout ça	7	0	6	v
tous tes	1	0	1	v
quand même	17	8	6	n
une nouvelle	2	0	2	v
hein encore	1	1	0	n
sa chambre	1	0	1	v
on ouvre	1	1	0	comment
et après	1	1	0	n
les voitures	1	0	0	v
on comprend	1	1	0	qu'
tchou+tchou }	1	0	0	
songer à	1	0	0	
et y+a	1	1	0	n
image }	3	0	0	l'
la poule	1	1	0	hein
alors finalement	1	1	0	et
dire hein	1	0	0	v
crocodiles cinq	1	0	0	de
pendant qu'	1	1	0	aussi
mon truc	1	0	1	v
le pas	1	0	1	v
il est	17	11	1	où
un que	1	0	0	voilà
qui vont	2	2	0	n
la queue	1	1	0	de
cette gommette	1	1	0	v
elle attrappe	1	1	0	qu'
canne }	1	0	1	sa
là Mar	4	3	0	est
le monsieur	2	1	0	comme
l' autre	5	0	5	dans
doigts hein	1	0	0	les
rien dire	1	0	0	v
beau }	2	0	1	est
un maillot+de+bain	1	0	1	v
fois hein	1	0	0	plusieurs
on voit	1	0	0	qu'est+ce+qu'
ça maintenant	2	0	1	et
les mains	8	0	8	v
coquins }	1	1	0	les
toi tout	1	0	1	de
cubes }	1	0	0	les
sur ta	3	0	3	n
ou un	3	2	0	n
qui fait	9	5	0	n
dit la	2	0	1	fort
eux ils	1	1	0	oh
je suis	5	1	1	moi
de Pâques	2	2	0	n
moi le	1	0	1	v
pas très	2	0	2	est
où y+a	2	2	0	là
oui parce+que	2	0	1	ah
bien la	2	0	2	v
de glace	1	1	0	n
ours huit	1	0	0	petit
un yaourt	1	0	1	v
de gants	1	1	0	n
et Mickey	1	0	0	n
un trou	1	0	1	v
les bébés	3	1	2	parce+que
sécher }	1	0	1	pour
donc faut	1	0	1	v
les fleurs	2	0	2	là
la reine	1	0	1	oh+la+la
ça pour	1	1	0	comme
elle fait	3	2	0	qu'est+ce+qu'
les mettre	1	0	0	v
d'abord }	3	2	0	v
des barrettes	1	0	1	v
plûtot }	1	0	1	
le chemisier	1	0	0	v
le bouton	4	1	2	sur
de heuh	1	1	0	n
ciseau }	1	1	0	
forte hein	1	0	0	plus
aussi ton	1	0	1	v
hein minou	1	0	1	n
elles étaient	1	1	0	non
un gros	3	0	1	est
du frigo	1	1	0	v
la caméra	4	0	2	à
à+côté là	1	0	0	v
par la	1	0	1	v
la locomotive	1	0	1	oh
chaussures }	1	0	0	ces
et que	2	0	1	n
complètement là	1	0	1	v
la carte	3	0	3	comme
fois là	1	0	0	des
d' arrosage	1	1	0	n
planètes mais	1	0	0	
découverte }	1	0	0	
Paddington }	1	1	0	de
de secours	1	1	0	n
le coffre	2	0	2	dans
debout debout	1	0	0	v
tout le	8	1	6	v
de perdre	1	0	1	n
aventure }	1	0	0	quelle
tu verras	1	1	0	ça
oui avant	1	1	0	ah
de vacances	1	1	0	n
rêve et	1	0	0	
tu le	4	3	0	si
le dessous	1	0	1	a
ça mais	1	1	0	comme
festin pour	1	0	0	un
du thé	1	0	1	v
Pinder hein	1	0	0	chez
au même	2	1	0	n
un ballon	1	0	0	n
euh du	1	0	1	de
pas en	3	0	2	est
motivé pour	1	1	0	v
du beau	1	0	1	v
pour pas	5	3	2	n
histoires }	2	0	0	ces
s'il+vous+plaît }	7	6	0	
couteau qu'	1	0	0	le
si c'	3	0	0	pas
lu }	1	0	0	jamais
tout+de+suite Mar	1	1	0	v
même encore	1	1	0	a
a détruit	1	1	0	en
bouts des	1	0	0	petits
se coucher	2	0	0	de
une culotte	1	0	0	v
avant parce+que	1	0	1	v
avec un	4	4	0	v
quilles avec	1	0	0	aux
trouva Monsieur	1	0	0	
étable hector	1	1	0	
son temps	1	0	1	v
pas cette	1	0	1	v
pour savoir	2	1	1	est
chez Pinder	1	0	1	v
à trouver	1	0	0	v
sa nourrice	1	0	0	v
des arbres	4	2	2	n
apporte des	1	1	0	elle
d' éléphants	1	0	0	n
un lapin	2	1	0	es
fille }	1	0	0	grande
j' avais	1	0	1	que
le piano	2	1	0	sur
ton sac	1	0	1	dans
ta maison	3	0	3	dis+donc
des feuilles	1	0	1	a
bricoleuse }	1	1	0	
vous dormez	1	0	1	v
à un	5	0	4	v
et Ale	1	0	0	n
en peluche	1	1	0	y
la maison	1	0	1	est
glaces cette	1	0	0	des
du canard	1	1	0	v
donc c'	2	1	0	v
et Théo	1	0	0	n
ou }	3	3	0	v
Nöel aussi	1	0	1	
d'en+dessous j'	1	1	0	
pieds pour	1	0	0	des
te voir	2	0	1	tu
tous poisseux	1	1	0	v
de choses	2	2	0	n
dû rester	1	0	0	a
hein avant	1	1	0	n
saigner un	1	0	0	de
de rainette	3	3	0	n
de méchant	1	1	0	n
avec ça	5	0	5	v
qui la	1	1	0	de
dessin }	1	0	0	de
de faire	34	2	30	v
tout toi	1	0	0	v
de la	59	29	20	v
la peau	3	0	3	est
appareil là	1	0	0	ton
bien un	2	0	2	v
trouver }	1	0	0	de
là plutôt	1	0	1	ça
faire comme	1	0	0	v
ça roule	1	0	0	oh
ça c'	3	1	0	et
difficiles }	1	1	0	
un gâteau	3	1	1	v
le sac	3	0	3	dans
de sable	1	1	0	n
aidée par	1	1	0	n
une chaussure	1	1	0	v
droit là	1	1	0	le
du scotch	1	0	1	v
de Didou	1	1	0	n
un }	9	2	6	v
de coeur	1	0	1	n
ça veut	1	1	0	qu'est+ce+que
et de	3	1	1	n
sinon il	1	1	0	n
des semaines	1	0	0	depuis
couleur ses	1	0	0	quelle
la boîte	3	0	2	dans
à dos	2	2	0	v
vu avec	1	0	0	as
plus où	1	0	0	v
le livre	5	0	4	v
hein dis+donc	1	1	0	n
du chat	2	0	0	n
habits hein	1	0	0	d'
yeux }	3	0	0	ses
l' habit	1	0	0	v
une demi+heure	1	0	1	v
ans }	3	0	0	six
son }	2	0	2	v
et bien	1	0	0	tout+à+l'heure
peut la	1	1	0	on
des poupées	1	1	0	v
là+dessus hein	1	0	0	toi
les murs	1	0	0	sur
pas Tim	1	1	0	serait
ordonne du	1	1	0	n
chaussures là	2	0	0	les
puis essaye	1	1	0	et
toute seule	12	4	7	v
là mh	1	0	1	n
sans les	2	1	1	mais
en faire	1	0	0	v
aussi cette	1	1	0	n
trois ans	1	0	0	après
bien de	1	0	1	est
lui hein	2	0	0	chez
la petite	6	0	4	v
sa botte	1	0	1	v
j' ai	10	3	4	moi
pendant }	1	0	0	v
les réservoirs	1	0	1	v
euh Henri	1	0	1	v
pour ses	1	1	0	v
en couleur	1	1	0	y
livres que	2	1	0	les
pas compter	1	0	0	v
sous là	1	0	1	v
Valérie hein	1	0	1	v
hier alors	1	0	1	v
ta menthe	1	0	1	dans
t' es	1	1	0	tu
un biberon	1	0	1	a
et suit	1	1	0	n
fille maintenant	1	0	0	petite
en dessous	1	1	0	a
bien jouer	2	0	2	v
anniversaire tu	1	1	0	n
bien parler	1	0	1	v
y+a quelque+chose	1	1	0	il
cette gommettes	1	0	1	v
une chèvre	1	0	1	est
de moustique	1	1	0	n
très bien	2	1	0	pas
Popi alors	1	0	1	est
de ton	3	1	1	n
côté du	1	0	0	à
les marches	1	0	1	v
oh ben	1	1	0	non
à mouchoir	1	1	0	v
Patte }	1	0	0	
en premier	1	1	0	y
pourtant }	2	1	1	là
de pleurer	1	0	1	n
comme Léa	1	0	0	v
ouïe ouïe	4	4	0	aïe
ça pique	2	2	0	si
celle+là la	1	0	1	v
sur cette	1	0	1	là
cartes là	1	0	0	ces
parfois il	1	0	1	toi
deux euros	1	0	0	v
gommettes }	1	0	0	les
de jouer	5	2	3	v
sa chaussette	1	1	0	v
partir seule	1	0	1	v
les chaises	1	0	1	v
noms }	1	0	0	le
aller }	1	0	0	v
de jaune	2	2	0	n
hein dedans	1	1	0	n
elle va	6	2	1	maman
combien de	1	0	1	as
le hoquet	1	0	0	as
pour ton	1	0	1	eu
ses poteries	1	0	0	a
je veux	2	2	0	moi
faut remonter	1	0	1	il
tu }	1	0	0	qu'est+ce+que
le truc	1	0	1	n
les puzzles	1	0	1	v
mains bleues	1	0	0	les
cinq et	1	1	0	n
Noël arrive	1	1	0	de
rose }	2	2	0	le
à respecter	1	1	0	v
à }	2	0	2	v
euh faudrait	1	1	0	v
tout doucement	1	0	1	v
a a	1	1	0	v
chausson }	1	0	0	ton
d' anis	1	1	0	n
le Mar	1	1	0	v
se promène	1	0	0	n
le bonhomme	1	0	0	v
la lumière	1	0	1	est
réveillés tu	1	0	0	
le marteau+piqueur	1	0	0	oh
celles+ci }	1	0	1	v
là la	3	0	2	est
craque craque	2	2	0	n
faut faire	1	0	0	il
sur tes	1	1	0	v
bracelets }	1	0	0	
entre le	1	0	1	est
rentrer sortir	1	0	0	v
pouvoir les	1	0	0	pas
Mar là+bas	1	0	1	v
d'abord tu	1	0	0	v
tiens }	3	2	1	v
lève ton	1	0	1	mais
aller regarder	1	0	0	pour
que là	1	0	0	parce
montre hein	1	0	0	v
presque hein	1	1	0	est
de mèche	1	0	1	n
les toilettes	1	0	1	v
bleus }	1	1	0	les
le train	4	0	4	v
dans celui+ci	2	2	0	v
de dormir	2	1	1	n
jaune comme	1	1	0	le
roses }	1	1	0	les
moi }	25	13	11	n
de Pierre	1	1	0	n
au sommet	2	1	1	v
temps voila	1	1	0	le
pas au	2	1	1	n
peut+être que	1	0	0	v
pas convenablement	1	0	1	v
Mic ma	1	1	0	
rentrer s'il+te+plaît	1	0	1	v
pas plus	2	2	0	v
être grondée	1	0	1	v
fleur }	2	0	0	une
arrive dit	1	0	0	il
la page	2	0	2	v
ses }	1	0	1	v
avec maman	1	1	0	v
verte }	6	6	0	la
ton doudou	3	0	3	où
comment il	1	0	1	v
mot qu'	1	0	0	un
de s'	2	1	0	n
mains pour	1	0	0	deux
n+toto supplie	1	1	0	maintenant
est un	1	0	0	c'
oui aïe	1	1	0	ah
un coup	4	1	2	d'
bébé }	6	3	0	un
à ta	1	0	1	attention
tout là	2	0	2	v
celle+là tu	1	0	0	v
tu penses	2	1	0	là
aubaine }	1	0	0	
de monter	1	0	0	n
il veut	2	2	0	qu'est+ce+qu'
soeurs de	1	0	0	les
aurevoir }	1	0	0	v
qui vient	2	2	0	n
tour non	1	0	0	le
les cartes	2	1	1	v
oui kramik	1	1	0	ah
essayé tu	1	0	0	jamais
pauline }	1	1	0	
parce+que là	1	0	0	non
va au	1	0	0	il
ces gâteaux	2	0	0	et
un tout	1	0	0	est
de foin	1	1	0	n
sur }	3	0	2	v
ouh enlever	1	0	0	ouh
souffler un	1	0	0	bien
d'espagne ah	1	1	0	
des messages	1	0	0	v
la sucette	1	0	1	v
fille et	1	0	0	la
des crocodiles	1	0	1	v
tu les	4	3	0	que
pour une	1	0	1	v
de Kirikou	2	1	1	n
le d'abord	1	1	0	v
cette nuit	1	0	1	v
un accident	1	0	0	peut+être
d' un	8	6	2	n
Lapinos }	1	0	0	
blanc vient	1	1	0	tout
oui des	1	1	0	éh
beaucoup de	3	0	1	v
quelque+part }	1	1	0	v
ce+qu' il	1	0	1	pas
qui passe	2	1	0	n
ma maman	1	0	0	v
les saucisses	1	0	1	v
je vais	5	1	2	moi
bleue }	2	2	0	n
qui va	8	6	0	n
pas aller	3	1	0	v
ma viande	1	1	0	v
longtemps ici	1	0	1	v
méchants n'	1	1	0	
est pas	1	0	1	c'
sait bien	1	1	0	il
au ballon	1	1	0	v
non Tim	1	0	0	ah
nous regarder	1	0	0	tu
pour la	4	1	0	v
deux cheminées	1	0	0	les
un poisson	1	0	0	est
souris }	1	0	0	les
la carotte	1	0	0	et
et costaud	1	0	0	n
oreilles là	1	0	0	les
grand ouvert	1	1	0	un
un chausson	1	1	0	y+a
debout tout	1	0	1	v
alors par+ce	1	1	0	et
toilettes Tim	1	0	0	aux
le sac+à+dos	2	0	2	v
il en	1	0	0	qu'
pour résister	1	0	0	est
la mer	1	0	1	à
ça casser	1	0	1	comme
à nounours	1	1	0	v
de dents	1	1	0	v
du château	1	0	0	v
t' il	1	0	1	v
la terre	4	0	2	v
yeux comme	1	0	0	les
la dernière	1	1	0	v
les bateaux	1	0	1	v
ce matin	14	4	7	parce+que
la vache	3	1	1	toute
hein on	2	0	0	que
transporter des	1	0	1	pour
dans ceux+là	1	1	0	que
chercher les	1	0	0	v
pendant trois	1	1	0	dit
pas me	2	0	0	v
sinon les	1	0	0	n
fait des	1	0	0	qui
à tous	1	0	1	v
puis là	1	0	1	et
d' être	3	2	0	n
l' étable	2	1	0	v
terrasse }	1	0	0	une
un deuxième	2	0	2	v
alors euh	1	0	1	et
le verre	1	0	1	est
malin et	1	1	0	le
le pain	1	0	1	pas
à n'	1	1	0	v
les babines	1	0	1	v
fleurs là	1	0	0	des
il y	2	1	0	qu'est+ce+qu'
le garage	1	0	1	là
les parapluies	1	0	1	v
de bois	3	3	0	n
mh }	3	2	0	mh
et qui	1	1	0	oui
souris elles	1	0	0	petites
que celle+ci	1	0	0	v
chaussettes }	1	0	0	des
ils jouent	2	2	0	alors
et non	1	1	0	n
les uns	2	1	1	v
cousine l'	1	0	0	grande
on glisse	1	1	0	qu'
que normalement	1	0	0	v
de Bubu	1	1	0	n
visite à	1	0	1	petite
on retourne	1	1	0	v
pas du	4	0	3	v
des petites	3	1	2	y+a
le baril	1	0	1	v
éh }	2	1	0	là
du moment	1	1	0	n
anniversaire Paddington	1	0	0	ton
vole }	1	1	0	ça
ce que	15	0	12	v
mais regarde	2	1	1	ah
un texte	1	0	1	v
j' arrête	1	0	0	Tim
sur ton	6	1	5	v
allumées }	1	0	0	
peut être	1	1	0	ça
joli hein	1	0	0	est
des bons	1	0	1	v
coin+coin coin	1	1	0	
faut qu'	1	0	1	il
place à	1	0	0	la
le tunnel	1	0	0	dans
au nez	2	2	0	n
de Bretagne	1	0	0	n
de cette	1	0	0	v
mieux hein	2	0	2	v
de papier	1	1	0	n
qui récite	1	1	0	n
coller dessus	1	0	1	v
là blanc	1	1	0	n
gémit n+toto	1	0	0	n
couleurs }	1	0	0	tes
Aglaé }	2	1	1	d'
cassées }	1	0	0	n
range d'abord	1	1	0	on
elle ne	1	0	0	maman
a volé	1	0	0	elle
s'il+te+plaît }	6	3	2	n
pour lécher	1	1	0	est
quelle aubaine	1	1	0	de
tu auras	1	1	0	n
viande }	1	0	0	la
beau pour	1	0	0	est
le beurre	1	0	1	v
du crocodile	1	1	0	v
laver le	1	0	0	v
mais qui	1	1	0	oui
un euh	1	0	0	v
un solide	1	0	1	v
Pinocchio }	1	1	0	est
terminé ta	1	0	0	as
le rouge	3	0	2	sur
le nounours	1	0	1	v
pratiquement }	1	1	0	
de perles	1	1	0	trop
avec des	14	11	2	n
fois dans	1	0	0	des
vite que	1	0	0	plus
le camping	1	0	1	v
magasin hein	1	0	0	autre
garde le	1	0	1	il
les chatouilles	1	0	1	v
que quand	1	0	0	parce
n' était	1	0	0	il
de Babar	1	1	0	n
la terreur	1	0	1	v
masi on	1	1	0	
là tu	11	7	3	n
le chat	2	1	0	oh
elle t'	3	2	0	maman
qu'est+ce+qu' il	8	4	2	et
ta langue	1	0	1	dans
livres }	2	0	0	les
cheval moitié	1	1	0	le
là dessus	2	2	0	n
huit cochons	1	1	0	sept
a préparés	1	0	0	en
wc }	1	0	0	
là mhm	1	0	1	n
cette barrière	1	0	0	v
le son	1	0	1	est
cette histoire	1	0	1	encore
des plantes	1	0	1	dans
ses habits	1	0	1	v
en bois	2	2	0	sont
à Casimir	1	0	0	n
pas trop	12	6	6	v
que toutes	1	0	0	est
mieux de	1	0	0	v
la banane	1	1	0	de
parce+que moi	1	0	1	n
morceaux }	1	0	0	des
le short	1	0	0	v
peut+être qu'	1	0	0	v
et les	4	3	0	n
plus }	11	4	5	v
que c'	26	0	17	v
peut+être mais	1	0	1	v
pas tomber	2	1	1	v
encore boire	1	0	0	v
normalement les	1	0	1	mais
elle s'	4	1	0	comment
vers la	1	0	1	ras+de+terre
rouges sur	1	1	0	n
au }	2	0	2	v
puis tu	2	2	0	et
luit }	1	1	0	
toi tu	1	1	0	et
comme jeu	1	0	1	v
sèche+cheveux }	2	2	0	v
escargots }	1	0	0	les
encore quelques	1	1	0	a
de repos	1	1	0	n
quelle couleur	2	0	1	de
sauteuse }	1	1	0	
tu lui	1	0	1	que
aussi tu	1	1	0	toi
les deux	12	1	3	dans
aujourd'hui Mar	1	1	0	n
craindre }	1	0	0	
de pin	2	2	0	n
machine+à+laver dans	1	0	0	
dedans bah	1	0	1	v
dit il	1	0	0	on
noeud }	1	0	0	le
toi pourtant	1	1	0	est
en train	1	1	0	est
mamy michèle	1	0	0	
qu' on	46	14	7	v
faire attention	1	0	0	v
voir la	1	0	0	v
plutôt non	1	1	0	v
ligne droite	1	0	0	cette
tu te	3	1	2	que
des pompiers	1	1	0	pas
se reposer	1	0	0	ça
raison oui	1	0	0	as
temps ils	1	0	0	le
ce qui	5	2	2	v
du potiron	1	1	0	v
tu prends	1	1	0	v
été sur	1	0	0	a
je sens	3	1	1	aujourd'hui
petit+ours+brun et	1	0	0	le
des tomates	2	0	0	pas
blague }	1	0	0	bonne
ta main	3	0	3	v
à ce	4	1	2	v
tout+ce+qu' il	1	0	1	
de commencer	1	1	0	n
pas ton	2	0	2	v
se terminer	1	0	0	ça
poussin qui	1	0	0	un
la tache	1	0	1	v
pieds plutôt	1	0	0	les
partir }	1	0	1	de
à hurler	1	0	1	v
par o	1	0	1	v
par enfant	1	1	0	v
hurle le	1	0	0	
celle+là }	1	0	1	alors
des chansons	1	0	1	n
jaune }	10	7	0	est
là que	3	2	1	n
de mayonnaise	1	1	0	n
pour dans	1	1	0	est
y+a pas	4	3	0	il
les duplo	2	0	0	v
aux petits	1	0	1	v
dans mes	2	0	2	v
d' attraper	1	0	1	n
de partout	1	0	1	tellement
toutes tombées	1	0	1	v
une chanson	1	0	1	v
et Mamie	1	0	0	Papi
sous le	5	1	4	v
ben c'	1	0	0	oh
que tu	66	24	18	v
ben oui	1	0	0	ah
tse }	1	1	0	
des dents	1	0	0	ai
mais sauf	1	1	0	ça
non pour	1	1	0	ah
de beauté	1	1	0	n
tous nombreux	1	0	0	v
ils ont	3	2	0	qu'est+ce+qu'
hein parce	1	0	1	là
deux éléphants	1	1	0	les
la prochaine	2	1	0	v
plus tard	1	0	1	v
je t'appelerai	1	1	0	que
jambes }	1	0	0	des
à nouveau	3	1	2	v
clair aussi	1	1	0	très
ami Spot	1	0	0	son
ce été	1	0	0	v
me montrer	1	0	0	v
mots }	1	0	0	des
la+dedans }	1	0	0	
bien planté	1	0	0	est
oui le	1	0	0	non
moi ça	1	0	1	Mar
de pingouins	1	1	0	n
du camion	1	1	0	v
ou ly	1	1	0	n
un ouistiti	1	1	0	v
Nat }	1	1	0	
ce stétoscope	1	0	0	v
avec mom	1	0	1	v
que tes	1	1	0	v
ce }	2	0	0	v
trois heures	1	0	0	est
yeux et	1	0	0	les
comme chanson	1	0	1	n
devant la	1	0	1	v
la crinière	1	0	1	v
la couronne	1	0	1	de
mettre de	1	0	0	v
par+là il	1	0	0	
pas peur	1	0	0	as
la balançoire	1	0	0	sous
sont nés	1	1	0	ils
là mais	2	1	0	n
téléphoner }	1	0	0	v
chez Mol	1	1	0	v
bien voir	1	0	1	v
avec tout+le+monde	1	1	0	v
tout dedans	1	0	1	v
tu peux	5	1	1	v
du tremplin	1	0	1	v
dessus euh	1	1	0	v
aussi parce+qu'	1	1	0	morte
dis donc	2	0	0	ben
sur lesquels	1	1	0	v
noirs un	1	1	0	n
l' année	1	0	1	v
plantes tu	1	0	0	les
se ferment	2	2	0	ça
chaudes }	1	1	0	
comment ça	2	0	2	v
oreilles comme	2	0	0	les
cette vache	1	0	0	v
qui te	5	4	0	n
pas sur	7	6	1	n
des bêê	1	0	0	a
hop+là }	1	1	0	
les plus	1	0	1	v
mais après	1	1	0	oui
ces petites	1	0	0	avec
rentrer dans	1	0	0	v
d' arbre	1	1	0	n
la moi	1	0	1	v
bien mangé	2	1	0	as
coquin }	2	2	0	un
voici maman	1	0	0	heureusement
les animaux	1	0	1	v
aussitôt chez	1	0	1	
tu parles	2	0	1	pourquoi
en milieu	1	1	0	y
tchoubidouhouhou }	1	0	0	
fenêtres là	1	0	0	petites
comme ça	92	41	37	v
lunettes s'	1	0	0	des
Babar là	1	0	1	dit
Bruit aussi	1	0	0	Monsieur
aux crocodiles	1	1	0	n
parce+que mercredi	1	1	0	n
roses sept	1	0	0	les
aux pieds	1	1	0	n
juin on	1	0	0	
plus mal	1	1	0	as
en général	1	1	0	n
guiliguili }	1	0	0	
quatre coins	1	0	0	trois
de parler	1	0	1	n
avec cette	2	1	0	v
si tu	18	9	6	n
je pêche	1	0	0	que
quoi à	1	0	1	v
l' ours	1	0	1	v
de toi	3	0	2	v
peur Chi	1	0	0	a
parce+que euh	1	1	0	n
au petit+déjeuner	1	1	0	n
d' après+midi	1	1	0	n
pendant la	1	1	0	v
promener }	1	0	1	se
heuh mh	1	0	1	v
mieux pas	1	0	0	vaut
carré }	2	2	0	un
que au	1	0	1	v
faut le	2	1	1	il
dormir }	1	0	1	à
orange }	2	2	0	d'
Mickey }	1	1	0	est
t chercher	1	0	0	v
parents sont	1	0	0	les
hop }	3	2	1	hop
à ça	5	0	5	v
faites }	1	0	0	vous
euh allumer	1	0	1	v
du sport	1	1	0	v
une fleur	2	0	2	est
par tomber	2	0	2	v
à les	1	0	1	v
là au	1	1	0	et
au chocolat	3	3	0	n
à jouer	3	0	3	v
aussi y	1	1	0	ça
et moi	1	0	1	six
heuh accueillir	1	0	0	v
doudous aujourd'hui	1	0	0	deux
le réparer	1	0	0	v
toutes blanches	1	1	0	v
qui celles+là	1	0	0	n
la langue	3	1	2	v
pas }	77	20	54	v
ce doudou	1	0	0	joli
ils adorent	1	1	0	n
beacoup }	1	0	1	
ben je	1	1	0	bon
là du	3	3	0	rien
est fâchée	1	1	0	c'
pas pomme	1	0	1	v
eu sur	1	0	0	a
derrière lui	1	0	1	v
chacun }	1	1	0	a
fromage et	1	1	0	du
il prétend	1	1	0	qu'est+ce+qu'
toi par	1	0	1	est
et tu	12	6	5	n
bien les	4	0	4	v
de Franklin	1	1	0	n
parce qu'	1	1	0	v
pendant une	3	1	1	v
au travail	1	0	0	est
dessus bah	1	0	1	v
hein ah	1	0	0	n
rouges qui	1	1	0	n
Mar veut	1	0	0	v
les un	1	0	1	v
ils sortent	1	1	0	n
on travaille	1	1	0	qu'
euh quelque+chose	1	0	0	avec
coup }	1	0	0	du
pas alors	1	0	1	v
faut l'	1	1	0	petit
un mécanicien	1	0	1	v
spot }	2	1	1	attention
plus gentille	1	1	0	v
de manette	1	0	1	n
Marie }	2	1	1	Marie
du doudou	1	0	1	beaucoup
maman Tim	1	0	0	est
volante }	1	1	0	n
possible du	1	0	0	est
genoux }	3	0	0	mes
de fleur	4	4	0	n
par là+bas	2	0	2	v
par+terre tout	1	1	0	v
en plastique	1	1	0	est
deux là	1	0	0	a
dit maman	3	3	0	heureusement
à Emi	3	2	1	v
ils puissent	1	1	0	n
être bon	1	0	0	v
hein pour	4	3	0	beau
que t'	1	0	0	v
que }	3	0	1	n
de Mar	6	3	0	n
Papi et	1	0	0	ton
plus vite	1	0	0	le
hein des	1	0	1	n
ça a	1	1	0	que
ma tomate	1	0	1	v
craque }	1	1	0	n
va bientôt	1	0	0	on
maintenant ce	1	0	1	quoi
ouf au	1	1	0	
sont complets	1	1	0	ils
qui tourne	2	2	0	est
les paillettes	1	1	0	ben
le prisonnier	1	0	1	v
et descendre	1	0	1	v
la feuille	1	0	1	sur
souris des	1	0	0	une
là où	3	1	2	n
fait c'	1	0	0	en
tu ramasses	1	1	0	qu'est+ce+que
ça t'interesse	1	1	0	comme
ça oui	2	2	0	v
être d'	1	0	0	v
va commencer	1	1	0	on
noir }	2	2	0	tout
bras qu'est+ce	1	0	0	le
wouh }	1	0	1	v
dix }	1	0	0	les
prendra aussi	1	0	0	on
après le	1	1	0	v
déjà plus	1	1	0	as
Jea }	1	1	0	
si je	2	1	1	et
ma petite	1	0	0	v
quelque+chose }	9	0	9	v
à finir	1	0	1	n
tu connais	1	1	0	ça
et il	8	4	3	n
hein elle	1	1	0	n
là moi	1	0	1	n
si on	3	1	1	et
de tomber	1	1	0	n
préféré que	1	0	0	
que de	3	2	0	n
septembre }	1	0	0	
deux camions	1	0	1	les
hier }	3	1	1	v
aujourd'hui }	2	1	0	n
chose dans	1	0	0	autre
qu'est+ce c'	1	1	0	et
son cadeau	1	0	1	v
les roues	2	0	2	v
se retourne	1	0	0	ça
la boucle	1	0	0	v
là qu'est+ce+qu'	1	1	0	et
ça comme	1	0	0	quoi
mm }	1	1	0	v
un siège	1	0	1	v
qui regarde	1	1	0	Tallula
tous des	1	0	0	v
un dedans	1	0	1	v
de prendre	2	1	1	n
toutes tes	1	0	1	v
aussi quoi	1	0	0	avait
aussi doucement	1	0	0	v
les morceaux	2	0	2	tous
de celui+là	1	1	0	n
pense Bé	1	1	0	je
et mamie	4	4	0	n
une autre	5	0	3	v
chaussons }	3	0	0	les
quoi ça	1	0	1	est
en italien	1	1	0	y
le trou	1	0	0	dans
de cirque	1	1	0	n
Monsieur Peureux	4	0	2	bégailla
coquin là	1	1	0	un
va chercher	1	0	0	on
l }	1	1	0	v
je sors	1	1	0	alors
de salopette	1	1	0	n
euh jaune	1	1	0	v
pas pour	1	0	0	est
la }	5	2	1	v
toute euh	1	0	0	v
du carton	1	0	1	v
d' abord	1	0	0	alors
le bazar	1	0	0	v
dangereuse là	1	1	0	
le robinet	1	0	0	v
si ça	1	1	0	v
il s	6	4	1	n
la chenille	1	0	1	v
à musique	1	0	1	v
là+dedans }	7	5	1	n
les travaux	1	0	1	et
du son	1	1	0	v
la fermeture	1	0	1	v
s' écroule	1	1	0	ça
du gros	1	1	0	v
la pâte+à+modeler	1	0	1	de
manger }	2	0	0	à
ça parce+que	1	1	0	v
si }	2	0	2	ben
du bout	2	1	0	n
en papillon	1	0	1	y
d' artifice	2	2	0	n
